4.0347	-1.2075	0.0000	1.0000	0.0000	0.0000
0.1216	8.5376	0.0000	0.0000	1.0000	0.0000
-2.8827	-4.2011	0.0000	1.0000	0.0000	0.0000
-6.1796	-2.2202	0.0000	1.0000	0.0000	0.0000
-3.1089	3.2863	0.0000	1.0000	0.0000	0.0000
8.2765	7.6933	0.0000	0.0000	0.0000	1.0000
-3.1839	3.5833	0.0000	1.0000	0.0000	0.0000
5.5387	5.9600	0.0000	0.0000	1.0000	0.0000
-9.2040	6.0462	0.0000	0.0000	0.0000	1.0000
8.5522	-4.4847	0.0000	0.0000	0.0000	1.0000
9.5012	0.5590	0.0000	0.0000	0.0000	1.0000
-7.0842	7.6766	0.0000	0.0000	0.0000	1.0000
-7.0840	-7.4836	0.0000	0.0000	0.0000	1.0000
7.2090	-9.2170	0.0000	0.0000	0.0000	1.0000
-0.2122	8.0884	0.0000	0.0000	1.0000	0.0000
3.7745	-7.9082	0.0000	0.0000	1.0000	0.0000
-4.1257	2.2954	0.0000	1.0000	0.0000	0.0000
-1.0801	5.2676	0.0000	1.0000	0.0000	0.0000
-9.7726	-0.0792	0.0000	0.0000	0.0000	1.0000
8.1902	-2.0045	0.0000	0.0000	1.0000	0.0000
3.9691	-5.3991	0.0000	1.0000	0.0000	0.0000
-4.3924	-8.8598	0.0000	0.0000	0.0000	1.0000
9.8476	4.3991	0.0000	0.0000	0.0000	1.0000
9.2057	-2.0715	0.0000	0.0000	0.0000	1.0000
7.3037	-3.0121	0.0000	0.0000	1.0000	0.0000
-1.0908	7.5268	0.0000	0.0000	1.0000	0.0000
9.4271	8.8593	0.0000	0.0000	0.0000	1.0000
6.7072	5.5900	0.0000	0.0000	1.0000	0.0000
8.9689	4.3179	0.0000	0.0000	0.0000	1.0000
-0.2178	-0.2841	1.0000	0.0000	0.0000	0.0000
9.2610	5.7662	0.0000	0.0000	0.0000	1.0000
9.2754	3.9695	0.0000	0.0000	0.0000	1.0000
-7.0635	-4.5979	0.0000	0.0000	1.0000	0.0000
-0.9235	0.2813	1.0000	0.0000	0.0000	0.0000
-7.6617	-2.2932	0.0000	0.0000	1.0000	0.0000
-3.4991	-2.1506	1.0000	0.0000	0.0000	0.0000
-5.4758	-8.5714	0.0000	0.0000	0.0000	1.0000
-8.9242	8.9334	0.0000	0.0000	0.0000	1.0000
-2.1932	6.9412	0.0000	0.0000	1.0000	0.0000
6.9861	-0.6386	0.0000	1.0000	0.0000	0.0000
2.8158	6.5953	0.0000	1.0000	0.0000	0.0000
6.2545	-6.0908	0.0000	0.0000	1.0000	0.0000
0.4790	1.9869	1.0000	0.0000	0.0000	0.0000
-3.1905	-4.8855	0.0000	1.0000	0.0000	0.0000
-9.9146	7.7712	0.0000	0.0000	0.0000	1.0000
-7.0914	-7.2573	0.0000	0.0000	0.0000	1.0000
8.5823	8.2764	0.0000	0.0000	0.0000	1.0000
-0.7452	-0.1153	1.0000	0.0000	0.0000	0.0000
0.4175	-4.4048	0.0000	1.0000	0.0000	0.0000
9.0861	-8.6094	0.0000	0.0000	0.0000	1.0000
-5.9976	-5.7176	0.0000	0.0000	1.0000	0.0000
7.0830	-7.7114	0.0000	0.0000	0.0000	1.0000
-8.7456	6.4676	0.0000	0.0000	0.0000	1.0000
5.3378	8.6574	0.0000	0.0000	0.0000	1.0000
4.6472	0.1556	0.0000	1.0000	0.0000	0.0000
-3.9661	4.2239	0.0000	1.0000	0.0000	0.0000
-6.4861	-0.4694	0.0000	1.0000	0.0000	0.0000
0.0867	-1.8593	1.0000	0.0000	0.0000	0.0000
-6.8462	-6.2554	0.0000	0.0000	1.0000	0.0000
-0.3774	3.2101	1.0000	0.0000	0.0000	0.0000
6.7617	5.2302	0.0000	0.0000	1.0000	0.0000
-4.4140	2.7215	0.0000	1.0000	0.0000	0.0000
-5.8346	6.9330	0.0000	0.0000	1.0000	0.0000
8.7916	4.0080	0.0000	0.0000	0.0000	1.0000
-1.2223	-5.6564	0.0000	1.0000	0.0000	0.0000
8.0124	-1.9485	0.0000	0.0000	1.0000	0.0000
0.4676	4.5201	0.0000	1.0000	0.0000	0.0000
7.8540	0.8099	0.0000	0.0000	1.0000	0.0000
