2.3210	6.6750	0.0000	0.0000	0.0000	1.0000
0.9017	-7.5091	1.0000	0.0000	0.0000	0.0000
5.5917	1.3331	0.0000	0.0000	0.0000	1.0000
-5.6358	-8.8611	1.0000	0.0000	0.0000	0.0000
-0.0715	6.3962	0.0000	0.0000	0.0000	1.0000
6.2739	-8.3353	0.0000	1.0000	0.0000	0.0000
-6.1641	-7.5029	1.0000	0.0000	0.0000	0.0000
9.0386	2.3763	0.0000	0.0000	0.0000	1.0000
-0.7353	-8.2433	1.0000	0.0000	0.0000	0.0000
8.5419	-5.8899	0.0000	0.0000	1.0000	0.0000
4.0579	4.4231	0.0000	0.0000	0.0000	1.0000
6.6169	3.9250	0.0000	0.0000	0.0000	1.0000
-9.4761	3.4582	1.0000	0.0000	0.0000	0.0000
-7.5194	-3.1634	1.0000	0.0000	0.0000	0.0000
8.0446	8.5749	0.0000	0.0000	0.0000	1.0000
3.5082	6.2002	0.0000	0.0000	0.0000	1.0000
-9.3085	6.8969	0.0000	1.0000	0.0000	0.0000
-2.8177	-8.6788	1.0000	0.0000	0.0000	0.0000
-4.9771	-1.8534	1.0000	0.0000	0.0000	0.0000
-2.7420	-7.9851	1.0000	0.0000	0.0000	0.0000
-3.1415	3.9768	0.0000	0.0000	1.0000	0.0000
6.2162	3.4931	0.0000	0.0000	0.0000	1.0000
2.1684	5.4064	0.0000	0.0000	0.0000	1.0000
-3.0440	-8.4803	1.0000	0.0000	0.0000	0.0000
-8.7386	0.0321	1.0000	0.0000	0.0000	0.0000
4.3435	4.2905	0.0000	0.0000	0.0000	1.0000
7.9033	1.2069	0.0000	0.0000	0.0000	1.0000
-0.9779	7.3817	0.0000	0.0000	0.0000	1.0000
1.8498	-3.2291	0.0000	1.0000	0.0000	0.0000
3.3334	3.7797	0.0000	0.0000	0.0000	1.0000
9.0470	-8.4576	0.0000	0.0000	1.0000	0.0000
-8.2571	2.0727	1.0000	0.0000	0.0000	0.0000
5.4604	8.5047	0.0000	0.0000	0.0000	1.0000
-7.3323	-5.9991	1.0000	0.0000	0.0000	0.0000
3.9120	9.1071	0.0000	0.0000	0.0000	1.0000
2.6000	8.3256	0.0000	0.0000	0.0000	1.0000
-9.2084	-7.8847	1.0000	0.0000	0.0000	0.0000
4.6687	3.6188	0.0000	0.0000	0.0000	1.0000
-6.8494	5.6828	0.0000	1.0000	0.0000	0.0000
-0.1484	-1.9114	0.0000	1.0000	0.0000	0.0000
-4.3431	-1.5038	1.0000	0.0000	0.0000	0.0000
-6.6845	-1.8018	1.0000	0.0000	0.0000	0.0000
-1.3425	-5.2392	1.0000	0.0000	0.0000	0.0000
7.4682	3.3712	0.0000	0.0000	0.0000	1.0000
-5.7948	8.2891	0.0000	0.0000	1.0000	0.0000
-4.4691	4.7395	0.0000	0.0000	1.0000	0.0000
0.8945	2.4038	0.0000	0.0000	1.0000	0.0000
3.8690	-6.0873	0.0000	1.0000	0.0000	0.0000
0.6407	9.6978	0.0000	0.0000	0.0000	1.0000
-1.2006	-7.5697	1.0000	0.0000	0.0000	0.0000
7.3734	5.9987	0.0000	0.0000	0.0000	1.0000
-1.2516	3.2219	0.0000	0.0000	1.0000	0.0000
-7.8927	3.6258	0.0000	1.0000	0.0000	0.0000
9.9481	-0.7625	0.0000	0.0000	0.0000	1.0000
2.3387	4.8061	0.0000	0.0000	0.0000	1.0000
-2.4154	-2.5076	0.0000	1.0000	0.0000	0.0000
-5.2799	-2.5610	1.0000	0.0000	0.0000	0.0000
0.0930	1.5160	0.0000	0.0000	1.0000	0.0000
-0.4270	-7.5145	1.0000	0.0000	0.0000	0.0000
2.2953	9.8792	0.0000	0.0000	0.0000	1.0000
-8.0962	-4.4323	1.0000	0.0000	0.0000	0.0000
5.1839	6.2915	0.0000	0.0000	0.0000	1.0000
-8.2348	-0.8438	1.0000	0.0000	0.0000	0.0000
4.2619	0.8325	0.0000	0.0000	1.0000	0.0000
2.7225	-5.9572	0.0000	1.0000	0.0000	0.0000
-4.7207	7.0185	0.0000	0.0000	1.0000	0.0000
-0.2498	-0.5682	0.0000	1.0000	0.0000	0.0000
0.3838	1.5690	0.0000	0.0000	1.0000	0.0000
-3.9775	-9.5373	1.0000	0.0000	0.0000	0.0000
8.3627	5.2016	0.0000	0.0000	0.0000	1.0000
3.8954	9.3217	0.0000	0.0000	0.0000	1.0000
4.7879	3.0688	0.0000	0.0000	0.0000	1.0000
-3.2272	-5.2026	1.0000	0.0000	0.0000	0.0000
-4.2175	-8.6725	1.0000	0.0000	0.0000	0.0000
9.9019	7.9720	0.0000	0.0000	0.0000	1.0000
-8.1138	-2.8848	1.0000	0.0000	0.0000	0.0000
7.7586	-8.3966	0.0000	1.0000	0.0000	0.0000
