-4.7612	-4.5700	1.0000	0.0000
-2.9843	-7.7275	1.0000	0.0000
0.6571	-6.2435	1.0000	0.0000
1.3743	-6.5042	1.0000	0.0000
4.5757	3.4214	0.0000	1.0000
-0.0205	8.4339	1.0000	0.0000
-1.1644	4.8924	0.0000	1.0000
-6.6302	7.9352	1.0000	0.0000
5.8901	5.0003	1.0000	0.0000
-6.9729	-6.5459	1.0000	0.0000
5.7934	-2.2355	1.0000	0.0000
3.3751	-9.5535	1.0000	0.0000
4.2773	-6.6336	1.0000	0.0000
-9.4603	-2.3013	1.0000	0.0000
-2.7283	8.8470	1.0000	0.0000
6.5256	-7.2142	1.0000	0.0000
8.9005	2.0406	1.0000	0.0000
1.4849	2.2561	0.0000	1.0000
-2.5057	3.6773	0.0000	1.0000
7.2076	8.3528	1.0000	0.0000
9.3615	1.3308	1.0000	0.0000
6.6878	-7.2158	1.0000	0.0000
5.8141	-7.5961	1.0000	0.0000
-5.7019	-5.5793	1.0000	0.0000
-3.1171	-7.8928	1.0000	0.0000
-4.6764	8.4481	1.0000	0.0000
0.4760	-1.4604	0.0000	1.0000
4.4641	-1.9663	0.0000	1.0000
9.5418	8.0839	1.0000	0.0000
0.4646	-3.3903	0.0000	1.0000
7.3403	-8.9200	1.0000	0.0000
-1.6722	-1.7561	0.0000	1.0000
0.0940	-2.6432	0.0000	1.0000
-0.7738	2.1289	0.0000	1.0000
7.0459	-9.1155	1.0000	0.0000
6.3192	-5.0750	1.0000	0.0000
8.7077	-9.1022	1.0000	0.0000
-1.7573	2.2739	0.0000	1.0000
-5.4626	-2.5458	1.0000	0.0000
-1.7031	4.1120	0.0000	1.0000
-1.2223	6.2033	1.0000	0.0000
-8.9688	-5.1301	1.0000	0.0000
-0.0164	0.5843	0.0000	1.0000
-3.0039	-0.6431	0.0000	1.0000
9.6135	7.5879	1.0000	0.0000
1.9248	-9.1462	1.0000	0.0000
-3.3025	3.8061	0.0000	1.0000
4.6115	-9.0288	1.0000	0.0000
3.7172	9.0665	1.0000	0.0000
8.5037	-2.2728	1.0000	0.0000
6.9720	-1.9636	1.0000	0.0000
-9.6055	7.1460	1.0000	0.0000
-7.5575	1.6570	1.0000	0.0000
9.4060	-1.6670	1.0000	0.0000
-3.3137	0.8753	0.0000	1.0000
-0.4443	-2.5225	0.0000	1.0000
8.0525	-9.6936	1.0000	0.0000
6.0836	1.0895	1.0000	0.0000
5.3362	-6.2278	1.0000	0.0000
-5.8735	9.7729	1.0000	0.0000
5.9974	9.0376	1.0000	0.0000
1.3405	6.9269	1.0000	0.0000
7.4390	-1.6056	1.0000	0.0000
-1.1058	8.4076	1.0000	0.0000
4.3298	-6.5492	1.0000	0.0000
7.4823	2.1524	1.0000	0.0000
7.9859	4.9172	1.0000	0.0000
9.5576	6.5922	1.0000	0.0000
-4.1721	-2.2659	0.0000	1.0000
-1.2183	-3.6862	0.0000	1.0000
0.7687	-9.3793	1.0000	0.0000
-3.5728	-9.8505	1.0000	0.0000
5.1620	6.0731	1.0000	0.0000
4.9984	-7.8639	1.0000	0.0000
-2.7110	-8.9004	1.0000	0.0000
7.9614	2.9042	1.0000	0.0000
-9.4051	4.9055	1.0000	0.0000
-6.6620	-5.6101	1.0000	0.0000
-4.2920	3.5949	0.0000	1.0000
-2.7049	-6.3049	1.0000	0.0000
4.0282	-3.0552	0.0000	1.0000
4.3624	8.2469	1.0000	0.0000
-4.0408	-7.5156	1.0000	0.0000
0.9638	4.0818	0.0000	1.0000
3.4122	-0.0211	0.0000	1.0000
-7.6002	6.0452	1.0000	0.0000
4.7003	-2.5654	0.0000	1.0000
-9.8331	-8.2259	1.0000	0.0000
-6.6158	-7.3031	1.0000	0.0000
-0.6990	-7.6376	1.0000	0.0000
-3.4741	4.1508	0.0000	1.0000
0.6318	7.2466	1.0000	0.0000
0.4368	-9.4320	1.0000	0.0000
-0.1749	9.5370	1.0000	0.0000
-8.3571	5.7532	1.0000	0.0000
-6.0726	6.9493	1.0000	0.0000
-0.9396	-3.1917	0.0000	1.0000
3.7971	6.5645	1.0000	0.0000
5.3434	7.5725	1.0000	0.0000
6.0018	3.3465	1.0000	0.0000
-3.9276	0.4875	0.0000	1.0000
4.8959	3.6072	1.0000	0.0000
6.9959	5.0544	1.0000	0.0000
9.1327	7.3368	1.0000	0.0000
-7.8893	-2.8087	1.0000	0.0000
-0.9046	-8.7517	1.0000	0.0000
-2.0101	-2.4079	0.0000	1.0000
-2.3158	9.5636	1.0000	0.0000
-2.5620	-2.5871	0.0000	1.0000
-1.6181	0.7328	0.0000	1.0000
-4.1207	8.3062	1.0000	0.0000
-5.4451	-5.7078	1.0000	0.0000
2.6435	3.1025	0.0000	1.0000
-6.0977	-6.5175	1.0000	0.0000
-0.5124	-0.1637	0.0000	1.0000
-9.4624	4.5867	1.0000	0.0000
1.9143	-7.2637	1.0000	0.0000
5.0367	-5.7698	1.0000	0.0000
5.6085	-4.8484	1.0000	0.0000
0.7867	8.6170	1.0000	0.0000
-4.7972	2.1482	0.0000	1.0000
1.3501	0.5030	0.0000	1.0000
-9.8596	-7.3239	1.0000	0.0000
-6.1945	0.9791	1.0000	0.0000
-6.4768	-5.4057	1.0000	0.0000
1.8594	-9.4470	1.0000	0.0000
7.8902	-4.8737	1.0000	0.0000
6.0659	7.4940	1.0000	0.0000
-2.2539	-8.4713	1.0000	0.0000
6.0293	7.9617	1.0000	0.0000
4.4131	4.7006	1.0000	0.0000
-4.9075	-4.9594	1.0000	0.0000
7.9749	-6.1889	1.0000	0.0000
0.3109	-4.6872	0.0000	1.0000
